# timestamp_iso, raw_line
2025-10-31T11:01:43.740,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,1,6,1,1020510857,0,110,0,0,1020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 141020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 11020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 141020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 12 3 11 5 11 4 10 4 11 5 10 4 10 5 10 5 10 6 10 7 10 6 10 6 9 6 10 6 10 8 11 6 9 7 10 8 9 7 9 8 9 8 9 9 9 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:43.771,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,1,6,1,1020510857,0,110,0,0,1020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 12 3 11 5 11 4 10 4 11 5 10 4 10 5 10 5 10 6 10 7 10 6 10 6 9 6 10 6 10 8 11 6 9 7 10 8 9 7 9 8 9 8 9 9 9 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:43.797,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,1,6,1,1020510857,0,110,0,0,1020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 12 3 11 5 11 4 10 4 11 5 10 4 10 5 10 5 10 6 10 7 10 6 10 6 9 6 10 6 10 8 11 6 9 7 10 8 9 7 9 8 9 8 9 9 9 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:43.820,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,1,6,1,1020510857,0,110,0,0,1020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 12 3 11 5 11 4 10 4 11 5 10 4 10 5 10 5 10 6 10 7 10 6 10 6 9 6 10 6 10 8 11 6 9 7 10 8 9 7 9 8 9 8 9 9 9 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:43.845,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,1,6,1,1020510857,0,110,0,0,1020.72,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 13 8 13 7 14 7 13 7 14 6 14 6 13 5 15 5 14 4 14 4 14 4 13 4 14 4 13 4 14 2 14 3 13 3 14 2 13 3 13 2 13 3 12 2 13 3 12 3 11 3 11 0 0 4 12 3 11 4 10 3 12 3 11 5 11 4 10 4 11 5 10 4 10 5 10 5 10 6 10 7 10 6 10 6 9 6 10 6 10 8 11 6 9 7 10 8 9 7 9 8 9 8 9 9 9 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:43.875,CSI_DATA,STA,24:0A:C4:0CSI_DATA,STA,24:0A:C4:02:43:FD,-25,11,1,6,1,1,1,1,0,0,0,-95,4,6,1,1020550861,0,110,0,0,1020.75,384,[110 96 6 0 0 0 0 0 0 0 0 0 -17 -2 -17 -3 -17 -3 -17 -4 -16 -4 -16 -5 -16 -6 -15 -6 -15 -6 -15 -6 -15 -7 -15 -7 -15 -7 -14 -7 -14 -7 -14 -7 -14 -7 -13 -7 -13 -7 -13 -7 -13 -7 -13 -7 -13 -7 -13 -6 -13 -6 -13 -6 0 0 -12 -6 -12 -5 -12 -5 -12 -5 -12 -5 -13 -4 -13 -4 -13 -4 -12 -4 -12 -3 -13 -3 -13 -3 -13 -2 -13 -2 -13 -2 -13 -2 -13 -1 -14 -1 -14 -1 -13 -1 -14 -1 -14 0 -14 0 -14 0 -14 0 -14 0 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:44.391,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,2,6,1,1020590553,0,110,0,0,1020.79,384,[110 96 6 0 0 0 0 0 0 0 0 0 15 6 14 6 14 7 14 7 13 7 14 9 13 9 12 9 12 9 12 9 12 10 11 10 11 9 11 10 10 9 10 10 10 10 10 9 10 9 10 9 9 9 9 9 9 9 9 9 9 8 9 8 0 0 9 8 9 7 10 8 9 7 9 7 10 7 10 7 10 6 10 6 10 6 10 6 10 5 11 5 10 5 11 5 11 5 11 5 11 5 12 5 11 4 12 4 12 4 12 4 12 3 12 4 12 3 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:44.429,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,7,1,1,1,1,0,0,0,-95,2,6,1,1020591106,0,110,0,0,1020.8,384,[110 96 6 0 0 0 0 0 0 0 0 0 3 16 2 16 2 16 1 16 1 16 1 16 0 16 -1 16 -1 15 -2 16 -2 16 -2 15 -2 15 -2 15 -3 14 -3 15 -3 14 -3 14 -3 14 -3 14 -3 13 -3 13 -3 13 -2 13 -2 13 -2 13 0 0 -2 12 -2 12 -1 13 -1 12 -1 12 -1 12 -1 12 0 12 0 12 0 12 1 12 1 12 2 12 1 12 2 12 2 12 2 12 3 12 2 12 3 12 3 12 3 12 3 12 4 12 4 12 4 12 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:44.700,CSI_DATA,STA,24:0A:C4:02:43:FD,-27,11,1,7,1,1,1,1,0,0,0,-95,3,6,1,1021037001,0,110,0,0,1021.24,384,[110 96 6 0 0 0 0 0 0 0 0 0 9 14 8 14 8 14 8 15 8 15 7 15 6 15 6 16 5 15 4 15 4 16 4 15 4 16 3 15 3 15 4 15 3 14 3 14 3 14 3 13 3 14 3 13 3 13 3 13 3 13 3 13 0 0 4 12 4 12 4 12 4 12 5 12 5 11 5 12 5 11 6 11 5 11 6 11 6 11 6 11 7 11 7 11 8 10 8 10 8 11 8 10 8 10 9 11 8 10 9 10 9 10 9 10 9 10 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:44.742,CSI_DATA,STA,24:0A:C4:02:43:FD,-27,11,1,7,1,1,1,1,0,0,0,-95,2,6,1,1021037427,0,110,0,0,1021.25,384,[110 96 6 0 0 0 0 0 0 0 0 0 -16 0 -16 -1 -16 -1 -16 -2 -15 -2 -16 -3 -15 -3 -15 -4 -15 -4 -15 -4 -15 -5 -14 -5 -14 -5 -14 -5 -14 -5 -14 -5 -13 -5 -13 -5 -13 -5 -13 -4 -13 -4 -12 -4 -12 -5 -12 -4 -12 -4 -12 -4 0 0 -12 -4 -12 -3 -12 -3 -12 -3 -12 -3 -12 -2 -12 -2 -12 -2 -12 -2 -12 -1 -12 -1 -12 -1 -12 -1 -12 -1 -12 0 -12 0 -12 0 -12 1 -13 1 -12 1 -13 1 -12 2 -12 2 -13 2 -13 2 -13 2 0 0 0 0 0 0 0 0 0 0 ]
2025-10-31T11:01:45.091,CSI_DATA,STA,24:0A:C4:02:43:FD,-26,11,1,6,1,1,1,1,0,0,0,-95,3,6,1,1021066676,0,110,0,0,1021.27,384,[110 96 6 0 0 0 0 0 0 0 0 0 15 2 15 3 14 3 14 4 14 4 14 5 14 6 13 6 13 6 13 6 13 7 13 7 12 7 12 7 12 7 11 7 11 7 11 7 11 7 11 7 10 7 10 6 10 7 10 6 10 6 10 6 0 0 10 5 10 5 10 5 10 4 10 5 10 4 10 4 10 4 10 4 10 4 11 3 10 3 11 2 11 3 11 2 11 2 11 2 12 2 12 2 11 2 12 2 12 1 12 1 12 1 12 1 12 0 0 0 0 0 0 0 0 0 0 0 ]
